.a'u lo cribe cu vajni lo jbopre ma	I'm interested in why bears are important to Lojbanists.	
.a'u lo ti cumymu'efi'a cu simlu lo ka cinri .i .e'a pai ca lo nu do fi ri ba'o tcidu cu jbera ri do fa mi	This science fiction story seems interesting. Will you lend it to me when you have finished reading it?	
.a'u ma ba'o se lifri do	What happened to you?	
.a'u mu'i ma do latcmo	What compels you to meow?	−
.a'u mu'i ma do latcmo	Why are you meowing?	
.a'u nai ta panci simsa lo kalci	Yuck, that smells like shit!	
.a'u cai	How fascinating!	
lo'e larcu cu mutce lo ka cinri mi	I am deeply interested in art.	−
.a'u nai do tolpu'a se sumne	You stink.	
.a bu banzu .i je ku'i .by. na go'i	A is enough, but B is not enough.	
.ai sai	I'll definitely do that.	−
su'o da zo'u mi djica lo nu mi'o casnu da	I have something to talk over with you.	
.ai lo'o mi do kalvi'u	I'll gouge out your eyes!	
.ai mi ciksi ro da pe ta ve cu'u lo .uitki	I am going to explain it completely on the wiki.	
mi pu'o krixa	I'm going to scream.	
.ai mi ba mulno ciksi ve cu'u la .uikis.	I am going to explain it completely on the wiki.	
.ai mi bevri lo do tcemodani lo do kumfa	I'll take your suitcase to your room.	−
mi pu'o krixa	I'm going to scream.	−
.ai nai mi stali gi'e tinju'i ta .i co'o di'ai fe'o	I'm not staying to listen to this! Have a nice day!	−
.ai mi pa moi fonjo'e	I'll call first.	
.ai mi pu'o tcidu lo cukta	I've been meaning to read this book.	?
.ai mi ternupcpe tu'a lo pa kumfa	I'd like to reserve a single room.	?
.ai mi troci lo ka cenba	I'll try to change.	
.ai mi ze'e ba jmive	I intend to live forever.	
mi pu na djica lo nu do se xrani	I didn't mean for you to get hurt.	
.ai nai mi gunka ca lo pavdei	I'm not planning to work on Monday.	
.ai nai mi jmina lo valsi poi mi finti	I don't mean to add words of my own devising.	
.ai penmi do ti'u li .cy. mu	See you at five.	
.ai sai mi cpacu se va'u do nu'e cu'i ku'i	I'll do my best to get it for you, but I don't promise anything.	?
.ai .e'e	I'll do that without fail.	?
.ai nai pifygau lo nanla	We can't put a young boy in prison.	
.ai pei do klama	Do you come?	
xu do birti lo du'u do djica lo nu do klama la .doitclan.	Are you sure you want to go to Germany?	
.i .au mi ba klama ru .iu ca da	I'd love to go there one day.	?
na mutce lo ka vajni mi ku fa lo du'u ma kau jinga	I don't really care who wins.	
.au da bloti gi'e se pilno mi lo ka mi fu ce'u klama fi lo zvada'o be ti	I want a boat that will take me far away from here.	
.au flaume pesxu	I'd like some plum jam.	
.au jadyke'a lo mi kerlo	I want to get my ears pierced.	−
.au klama la .amerik.	I would like to go to America.	
.au klama la .nipon. ca da	My dream is to go to Japan someday.	
.au lo tricu cu krati lo ro se genja je cu sfasa lo kusru be .gy.	Would that the trees might speak on behalf of all things that have roots, and punish those that wrong them!	
.au mi bajra	I want to run.	
.au mi bantadni lo bandu'e'u	I want to study German.	
.au mi baupli la .lojban.	I want to speak in Lojban.	−
.au mi capyju'i	I want to be cautious.	
.au mi cilre	I want to learn.	
.au mi cilre fi lo jugbau ca lo bavlamna'a	I want to learn Chinese next year.	
.au mi cinba do	I want to kiss you.	
.au mi ciska su'o se cukta	I want to write a book.	
.au mi citka	I want to eat.	
.au mi citka su'o da	I'd like to eat something.	
.au mi cliva	I want to leave.	
.au mi co'u di'i tadni bu'u lo ckule	I want to leave school.	?
.au mi cpare ti voi ve'u cmana	I want to climb this mountain.	
.au mi se jibri lo ka ctuca	I want to be a teacher.	−
.au mi dansu	I want to dance.	
.au mi djuno ta	That's what I want to know.	
.au mi dunda su'o spati la .mam.	I want to give Mom a plant.	
.au mi gletu ra	I want to have sex with her.	
.au mi jungau ra lo fatci	I want to tell her the truth.	
.au mi klama la .siatl.	I want to go to Seattle.	
.au mi ko'a tavla	I want to talk to her.	
.au mi ko'a tavla	I want to talk to him.	
.au mi kinzga ti	I want to watch this film.	
.au mi no roi se panzi da	I never want to have kids.	
.au su'o kumfa cu se xabju mi po'o	I want to have my own room.	−
.au mi do retsku be lo se du'u ma kau tadji	I'd like to ask you about how to do that.	
.au mi se frasybau	I just wish I knew how to speak French.	?
.au mi tavla do	I want to speak with you.	
.au mi tavla do da poi drata	I want to talk to you about something else.	
.au mi tavla do ti voi liste	I want to talk to you about this list.	
.au mi viska do	I'd like to see you.	
.au mi viska lo klaji	I want to see the streets.	
.au mi viska lo mamta be do	I want to see your mother.	
.au mi xabju lo tcadu	I want to live in the city.	
.au mi za'u re'u terve'u	I want to buy another one.	
.au na mi'afra mi	I don't want to be laughed at.	
.au nai mi cliva	I'm reluctant to leave.	
.au nai mi spuda lo ra xatra	I do not want to reply to his letter.	
.au nu do gleki	I wish you happiness.	
.au pei do ve lisri la .pol. .banian.	Would you like to hear the story about Paul Bunyan?	?
.au pei kelci su'o da	Do you want to play something?	
.au nai pei do ra vitke	Don't you want to visit her?	
.au pikta fi lo ka klama la .bostyn.	I'd like a ticket to Boston.	
mi siptcu	I'm sleepy!	
mi sipta'i	I'm sleepy.	
.au zirsmela pesxu	I'd like some plum jam.	
.au pei do klama	Do you want to go?	
.au nai mi ckakla	I don't want to go to bed.	
.au nai mi klama la .italias.	I don't want to go to Italy.	
.au nai mi klama lo ckule	I don't want to go to school.	
.au nai mi pinxe lo lenku	I don't want to drink anything cold.	
.au nai mi tavla do	I don't want to talk to you.	
.au nai mi tcidu fi ti voi cukta	I don't want to read this book.	?
.au nai mi tinju'i do	I don't want to listen to you.	
pei da'i mi jo'u do kinzga su'o da	Would you like to go see a movie with me?	−
.au pei mi'a vi denpa tu'a do	Shall we wait for you here?	
.au sai mi klama la misrygu'e	I really want to go to Egypt.	
.e'a do cliva	You may go.	
.e'a do limna	You may swim.	
.e'a do ralte lo cukta	You may keep the book.	
.e'a do tsebi'o	You may sit down.	
.e'a do zukte lo se kaidji	Do as you want.	
.e'a la .tom. cu zukte ro se .aidji be ri	Tom may do whatever he wants to.	−
.e'a la .alis. cu zukte ro se .aidji be ri	Alice may do whatever he wants to.	−
.e'a la .maris. cu zukte ro se .aidji be ri	Mary may do whatever he wants to.	−
.e'a nai do nerkla	You must not go inside.	
.e'a nai do ti stali	You can't stay here.	
.e'a pei mi co'a kansa	Can I join?	
.e'a pei mi'a do kansa lo ka dzukla	May we accompany you on your walk?	
.e'a pei ro'i mi reisku lo prera'a do	Can I ask you something personal?	−
.e'a do nerkla	Do come in.	−
.e'a nai sai do cliva	I forbid you to leave.	
.e'a nai do crepu lo xrula	You may not pick the flowers.	
.e'a pei damva'u	May I smoke?	
.e'a pei mi jbera lo pinsi	Could I borrow a pencil?	
.e'a pei mi klama lo surku'a	May I go to the restroom?	
.e'a pei mi retsku fi do	May I ask you something?	
.e'a pei mi tavla la .bil.	May I speak to Bill?	
.e'e do lacri mi	You can rely on me.	?
do .e nai ku'i mi kakne lo ka limna	You can swim, but I can't.	
.e'e ko jarco lo se kakne be do	Show them what you can do! Go for it!	
lo'e finpe cu kakne lo ka limna	A fish can swim.	
.ai mi zukte si'u no da	I will do it myself.	
.e'e mi do bajra jivna fe'e co'u lo karce	I'll race you to the car!	
.e'e mi nonkansa	I'll be okay by myself.	
.e'e nai doi .kelis.	Whoa, Kelly!	
.u'u su'o drata zo'u mi bilga lo ka zukte ri	Sorry, I have other things to do.	
.e'e nai mi cfifa'i do lau'u	I can't fault you for that.	
.e'e nai	I can't.	
.e'i mi na zarcpa lo nu posydu'a ti	I cannot accept this gift.	−
.e'e se'a	I will do it myself.	
.e'i cai mi do stigau	I've got to stop you.	
.e'i ko ta mi dunda	Give that to me!	
.ei mi kaikla lo ka penmi la .tom.	I have to go meet with Tom.	−
.ei mi kaikla lo ka penmi la .alis.	I have to go meet with Alice.	−
.ei mi kaikla lo ka penmi la .maris.	I have to go meet with Mary.	−
.ei mi xrudu'a lo vi cukta ca lo cabdei	I have to return this book today.	
.e'i nai ko zukte lo se djica be do	Do whatever you please!	
.e'i nai ro roi jetsku	You don't have to tell the truth all the time.	
.ei nai do ti lebna	Feel free to take this.	
.e'i cu'i lebna ti	Help yourself.	
.e'o cusku krefu	Please say that again!	−
.e'o do cikre ta	Please fix that.	
.e'o do denpa .i mi troci co tolcri fi lo vi cukta	Just a minute. I'll see if I can find it in this book.	
.e'o do di'a cusku lo do lisri	Please go on with your story.	
.e'o do dunda lo silna mi	Can you pass me the salt, please?	
.e'o gau do mi viska su'o kacma poi drata	Please show me another camera.	
.e'o do jdika lo ka bacru sutra	Speak more slowly, please!	?
.e'o do jukpa lo snuji fi'o te dunda mi	Could you make me a sandwich?	−
.e'o do pinxe lo tcati	Please drink tea.	
.e'o do bacru masno zenba	Could you talk more slowly, please?	
.e'o do va'o gi cliva gi ganlygau lo vorme	Please will you close the door when you go out.	
.e'o do zenba lo ka pu zu co'a sanli ku su'o mentu be li mu	Please stay for 5 more minutes.	?
.e'o do zutse	Please sit down!	
.e'o ga nai do zifre gi do mi sidju	If you are free, give me a hand.	
.e'o gau do lo gustci co'a .akti	Could you turn on the light please?	
.e'o ko basygau fi lo lanci	Change the flag, please.	?
.e'o ko bevri mi fo ti	Please take me away from here!	
.e'o ko birti lo du'u lo djacu ku curve	Please make sure the drinking water is pure.	
.e'o ko ciska lo srana be lo jetnu selfri be do	Please write about your real experience.	−
.e'o ko co'a dasni lo cutci	Please put on your shoes.	
.e'o ko co'a dasni lo cutci	Please put your shoes on.	
.e'o ko cpedu fi la .tam. fe lo nu jalge fonjo'e mi	Would you ask Tom to call me back, please?	
.e'o ko cpedu fi la .alis. fe lo nu jalge fonjo'e mi	Would you ask Alice to call me back, please?	
.e'o ko cpedu fi la .maris. fe lo nu jalge fonjo'e mi	Would you ask Mary to call me back, please?	
.e'o ko curmi lo nu mi ciksi	Please, let me explain.	
ro se klesi be ta zo'u ko mi dunda be ci klesi be ri	Please give me three of each kind.	
.e'o ko dunda fi mi fe lo blacykabri be loi djacu	May I have a glass of water?	−?
.e'o dunda su'o cidja mi	Please, give me something to eat.	
.e'o ko mi fraxu	I ask that you forgive me.	
.e'o ko gasnu lo nu co'a gusni	Turn on the light, please.	
.e'o do jungau mi lo du'u ma kau pluta lo sorpeka tcana	Could you show me the way to the bus stop?	
.e'o gau do mi viska lo do jaspu	Will you show me your passport, please?	
.e'o ko jarco tu'a lo pikta be do	Please show your ticket.	−
.e'o ko jirlu'i lo cifnu	Please give the baby a bath.	
ko capyju'i lo kevna	Mind the gap.	−
.e'o ko kacmyterxra fi mi	Would you please take my picture?	
.e'o .ai pei do ti lebna	Could you take this, please?	
.e'o mi cliva bu'u lo klasti tcana poi se lidne	Please let me off at the next stop.	
.e'o ko masno tavla	Please speak slowly.	
.e'o ko mipri	Please keep it a secret.	
.e'o ko na jungau	Please don't tell anyone.	−
.e'o do tcidu fi lo vlamei poi cnita	Please read the text below.	
.e'o ko no da jungau lo du'u mi zvati ma kau	Please don't tell anyone where I am.	
.e'o do dunda lo silna mi	Please pass me the salt.	
.e'o ko sanga su'o da	Please sing a song.	
.e'o ko sidju	Can you help me, please?	
.e'o ko tavla mi xe cu'u lo fonxa	Please don't hesitate to call.	
.e'o do tcidu fi lo vi cukta	Please read that book.	−
.e'o ko ti zutse	Please have a seat here.	
.e'o do mi xrudu'a be lo kargu se ponse be mi	Could you give me back my valuables?	−
.e'o ko ve pagre fi mi lo silna	Please pass me the salt.	−
.e'o ko vitke fi lo mi jbedetnunsla	Please attend my birthday party.	
.e'o do zenba lo ka masno lo ka bacru	Please speak more slowly.	?
.e'a pei mi do kansa	Can I join you?	
.e'o ko mi gidva lo ka klama lo do jatna	Take me to your leader.	
.e'o mi surla	I'm going to rest, OK?	
.e'o mi viska	Let me see it.	
.e'u do citka su'o lo vi titspi	Here, have some candy.	−
.e'o re makcu pikta cu co'e	Two adult tickets, please.	
.e'o ro da zo'u mi nitcu lo ka zukte da .i na ja do mi jungau lo du'u go'i	Let me know if I need to make any changes.	
.i'a pei da'i do denpa ze'i pa mentu	Can you give me a minute?	
.e'o va'o lo nu do ganse lo selsre kei ko cikre	If you see a mistake, then please correct it.	−
.e'o do smusku la'e di'u se pi'o lo sampu bangu	Could you put it in plain language?	
.e'o ze'i denpa	Just a minute.	
.e'o do masno lo ka za'u re'u bacru ta	Could you please repeat it slowly?	−
.e'u curmi lo nu do jimpe fi da poi tarti .e de poi te tarti fi da	Let thy understanding enter into the things that are doing and the things which do them.	?
.e'u do ciska de'u	Please write it down.	?
.e'u do ckire xo'o la .djim. lo ka gau ce'u do fliba	You have Jim to thank for your failure.	
ko na xanka .i lo bandu'e'u ta na bangu	Don't worry. She doesn't understand German.	
.e'a sai do pilno lo mi vlacku	Please feel free to use my dictionary.	−
.e'u do ze'a surla	I suggest you rest for a while.	
.e'e mi'o finti su'o bangu pe mi'o .i te zu'e bo no drata cu smujmi lo se cusku be mi'o	Let's make our own language so no one will know what we're talking about!	
ko'oi ro da zo'u go do da djica gi do tu'a da mi cpedu	If there is anything you want, don't hesitate to ask me.	−
pe'i mi'o .iancu lo ka gau ce'u jdika lo ka kargu	I think we should reduce the price.	−
.e'u klama fu lo basfa	Let's go by bus.	
.e'u klama fu lo sorprekarce	Let's go by bus.	
.e'u do catke lo zunle batke pe lo pevysmacu ja'e lo bavla'i ve pruce	Please press the left mouse button to continue.	
.e'o do gasnu lo sarcu be lo nu do kufra	Please make yourself comfortable.	?
.e'u ko renro lo bolci mi	Please throw me the ball.	
.e'u ko rinsa lo do lanzu	Please say hello to your family.	−
.e'u ko vimcu dei	Please delete this sentence.	
.e'u loi verba cu barkla je kelci	The children should go outside and play.	
.e'u ma'a troci	Let's have a try.	
.e'u mi ciksi se pi'o lo cartu	Let me explain it with a diagram.	−
.e'u mi lanli facki fi lo se kakne be mi'o	Let me see what we can do.	−
.e'u mi'o klama la .cinjukus. ca lo bavlamdei cerni	Let's go to Shinjuku tomorrow morning.	
.e'u mi'o klama lo ra zdani	Let's drop by his house.	?
.e'u mi'o pensi lo xlarai be lo cumki	Let's consider the worst that could happen.	
.e'u mi'o salci	Let's party!	?
.e'u nai do kargau lo moklu	You better not open your mouth.	
xlali fa lo nu do pu sazri su'o karce	You had better not drive a car.	−
.e'u mu'i lo nu ka'e carvi ku do bevri su'o santa	I think you'd better take an umbrella in case it rains.	
.e'u selstidi ko'a	Why don't we ask for his advice?	
ko'oi mi'o bu'u lo va ckafi zarci cu pinxe su'o ckafi	Let's go drink a cup of coffee at that coffee shop over there.	
.e'o ze'a lo mentu be li mu do na cliva	Please stay for 5 more minutes.	−
ko tolmo'i .i na .inda	Forget it. It's not worth it.	
.e'u nai do zukte ro se cpedu be ta	Don't do anything he asks.	
.e'u nai do jbera su'o jdini lo pendo be do	I advise you not to borrow money from your friends.	
ko capyju'i gi'e na vimcu lo gacri .i ba'e .arseni	Be careful, don't remove the cap. It's arsenic!	
.e'u nai ta do tcica	Don't let them fool you.	
.e'u nai re'e do cusku lo ta valsi ne'i lo malsi	Don't repeat that word in God's house.	
.e'u sai gau do su'o da se ciska notci lo ta nu zuktu'i	You really should get this agreement down in writing.	−
.e'u sai mi'o tavla fo la'o .xy. va bungula .xy. je la'o .xy. .y .ue la mi .xy.	Let's speak Vabungula and Yuelami!	
.ei cikre lo mi xagri	I need to get my oboe repaired.	
.ei dai lo prenu ma cinmo se va'o lo nu ri te vecnu	What should a person feel to buy something?	?
.ei do bredi ro da	You have to be prepared for anything.	
.ei do ca ba'e ti klama lo do zdani	You must go home at once.	−
.ei do ckeji	You ought to be ashamed.	
.ei do ckeji lo se tarti be do	You should be ashamed of your conduct.	?
.ei do djuno	You ought to know.	
.ei do jdice lo du'u xu kau do djica lo nu klama	You ought to decide whether or not you want to go.	
.ei do jundi te zu'e lo nu na ku gau do ra fengu	You must be careful not to make him angry.	
.ei do kurji lo do bilma mamta	You should take care of your sick mother.	
.ei do kurji lo verba	You must look after the child.	
.ei do mi pu smusku be lo jetnu	You should have told me the truth.	−
.ei do na jifsku su'o da	You must not tell a lie.	
.ei do pu na zukte su'o simsa	You shouldn't have done such a thing.	
.ei do pu tinju'i mi	You should have listened to me.	
.ei do sidju la .tom.	You should help Tom.	
.ei do sidju la .alis.	You should help Alice.	
.ei do sidju la .maris.	You should help Mary.	
.ei do stace lo do pendo	You should be true to your friends.	
.ei do stogau lo do kumfa lo ka jinsa	You must keep your room clean.	
.ei do troci bu'u su'o drata	You must try somewhere else.	−
.ei do troci lo nu co'e bu'u lo drata	You must try somewhere else.	
.ei do xenru	You should be sorry.	
.ei do zenba lo ka jundi lo se cusku be do	You should pay more attention to what you say.	−
.ei do zukte lo se bilga be do	You must perform your duty.	
.ei do stali ti	You are to stay here.	
.ei dunda lo djacu lo xrula purdi	The flower garden needs watering.	−
.ei ko'a na cliva pu lo nu ba'o cikre lo junla	I can't let them leave before the watch is fixed.	−
.ei lo jatna cu ckeji	The president ought to be ashamed.	−
.ei lo mi skami su'o da plixau	My computer has got to be useful for something.	
.ei lo prenu cu madystace gi'e nai madystace bai	A man should be upright, not kept upright.	
.ei lo verba ku tinbe fi lo vo'a rirni	Children should obey their parents.	−
nitcu lo ka se lumci	It needs washing.	−
.ei ma'a cliva	We should leave.	
.ei ma'a klama	We must go.	
.ei ma'a kurji loi me ma'a laldo	We must provide for our old age.	?
.ei mi bregau mi lo cipra	I have to prepare for the test.	−
.ei mi ca di'a gunka	I should go back to work now.	
.ei mi ckakla	I have to go to bed.	
.ei mi cliva co'o	Gotta go now, bye!	
.ei mi cliva co'o	I should go now. Bye!	
su'o da zo'u mi pu nitcu lo ka gunka da	I had to work.	−
.ei mi klama lo pulji tcana	I have to go to the police station.	
.ei mi klama lo zdani	I should go home.	
.ei mi na curmi ti	I can't permit this.	−
.ei mi pleji bu'u ma	Where should I pay?	
mi pu nitcu lo ka troci	I had to try.	−
.ei mi sabji lo djacu lo xrula	I have to water the flowers.	
.ei mi terve'u lo cnino skiji	I must buy new skis.	
.ei mi'a klama	We must go.	
.ei mi'o bredi ro da	We have to be prepared for anything.	
.ei ma'a ba zi casnu	We need to chat soon.	−
na sarcu fa lo nu do faxycpe	You don't have to make an apology.	
.ei nai do capcni	You don't have to feel threatened.	
do nitcu lo po'o ka klama ta	The only thing you need to do is go there.	
.ai sai mi jinga	I have to win.	
do .iancu lo ka se ba'i terve'u se va'u ra pa vamveile'ikarda	You should buy her a gift card instead.	
.ei nai klama ca lo bavlamdei	It's not necessary to come tomorrow.	
.au ta jmive ca ti	I wish she were alive now.	−
.i .a'o do di'a mulno kanro	I hope you will be completely cured.	−
.i .e'o va'o lo nu ro do na kakne lo ka damba bau la .lojban. na damba fa ko	Under the conditions of y'all not being able to fight in lojban, please don't fight.	−
.i .e'o do sanli bu'u lo serti .i lo nu go'i cu sarcu lo nu mi do bandu	Please stand at the stairs. This is a prerequisit for me to defend you.	
.i .e'o do te lisri tu'a ko'a ca lo bavlamdei .a'u sai .ui .a'o se'i nai ro'i	Hey, could you tell a story about it tomorrow? I'm very interested, and I hope you can.	−
.i .e'o do zukte na ku ta	Would you mind not doing that?	
.i .e'o ko ciska lo cmene be do fo lo pinsi	Write down your name with a pencil, please.	
.i .e'o ko kargau lo canko	Please open the window.	
do pu .iancu lo ka mipri ta	You should have kept it secret.	−
.ei do co'a ti muvdu su'o mikce	It is necessary for you to see a doctor at once.	−
.ei mi klama lo ckana	I have to go to bed.	
.oi ro'e ki'u ma pau nai lo nu bacru zo galxe nandu mutce va'o lo nu galxe bilma	Stupid brain! Why is saying 'galxe' so very difficult with a sore throat?	
.i .oi pei da'i mi do kansa	You mind if I join you?	
do'a .y so'u va'e lo ka plixau	Broadly construed, it's, uh, slightly useful.	
.i ba'u cu'i mi bai cliva	To be precise, I go, because I am forced to.	−
.i bi'u ge'e ri'e mi terpa lo'e nu mi klama fu lo ka se marce lo vinji	Now, it so happens that I'm afraid of flying.	
.i bu'u lo tricu va lo mitre be li mu cu mlatu	There is a cat five meters from the tree.	
.i ca sipku'a nicygau	She's now straightening up her room.	
.i carvi na ja nai kelci	In the event of rain, the game will not be held.	
mi pu clite krosa'i	I bowed politely.	−
.i co'urdu'u za'a	They looked relieved.	
.i da'i dei na'e xajmi se ja'e da'i lo nu na'e ranxi	This sentence wouldn't be funny if not for irony.	?
.i da'i mi va'o lo nu mi ponse rau jdima cu pu te vecnu lo dakli	If I had had enough money, I would have bought the bag.	?
.i de'u na nuzba	This isn't news.	
.i mi ba zi di'a jundi .i .u'e mi ca'o tcidu gi'e fau bo djuno su'o da la .loglan.	I'll be right back. Wow, I'm reading, knowing something about Loglan.	
.i djuno lo du'u la .djan. pu prami vo'a	She knows that John loved her.	
.i do ba zi sisti lo ka pensi tu'a ko'a	You will soon cease to think of her.	
.i do bilga lo nu pilno lo palku kei ni'i nai lo za'i do nanmu	Your being obliged to wear pants doesn't logically follow from the state of your being a man.	
.i do darxi mi se ri'a lo za'i mi cortu	You hit me, which results in my pain.	
do mutce lo ka certu lo ka kelci la .starkraft.	You play Starcraft really well.	−
.i do na bebna	You're really not stupid.	
.i do nenri sau tu'a lo ckiku valsi	You enter, with the key word being a requirement.	
.i do retsku mu'i ma	Why do you ask?	
.i do se prami mi	I love you.	
do tavla fi ma .ua nai	What are you talking about?!	
doi la zgana ma do jbetei	Hey, Zgana, how old are you?	−
.i fau lo nu mi sanli binxo kei mi cusku lo se du'u mo'u citka	While standing up, I say that the eating is over.	
.i fa po'o lo ka prami jo'u lo ka gleki cu se cinmo bu'u la .skatland. .i lo ka xebni jo'u lo ka tolckire zo'u mo pau dai .i nu'o ti'erna su'o srana .i nu'o ti'erna	There is only love and happiness in Scatland. Hatred and resentment? Well that's unheard of. It's unheard of.	
.i ge mikce gi ji'a tercku	In addition to being a doctor, he is a writer.	−
go'i fa ra'u sai lo ro nunfanva crecipra prosa poi jai fanmo tu'a su'o ckupau	Above all, the translation exercises at the end of each chapter are.	
.i gunka fi'o pe'a simsa lo bifce	They worked like bees.	−
.i .ie la .alis. zvati da'i ca lo prulamdei .i je ku'i mi'a na viska .a bu	Alice might have been there yesterday, but we didn't see her.	−
lo'e nu cinri cu mutce lo ka cinri	The phenomenon of interest is in itself, a most interesting subject.	−
.i to'e ki'u nai ku mi na snada lo ka sipna	Regardless of this, I am not able to sleep.	
.i jitfa	Wrong.	
ka'e valsi sisku ja'e lo nu cpacu lo xe fanva .i ku'i na mulno lo ka lomkai lo ka vlacku	You can search words, and get translations. But it's not exactly a typical dictionary.	
ta ka'e bai co'u se jibri ca lo bavla'ima'i	She may have to quit her job next month.	
.i ka'u so'a remna su'o da xebni .i ku'i mi mutce lo ka deptsa	Almost all men hate something, but I am very good at being patient.	−
.i ke'u mi pu terpa	As earlier mentioned, I was afraid.	
.i ke'u nai te zu'e lo nu jinga fi la .ganyn. kei la .link. cu cikre loi bi zvavrici spisa be lo cibmakfa pe lo ka prije ku te zu'e lo nu plika'e lo makfa cibjgatai	Furthermore, in order to defeat Ganon, Link mends the eight scattered fragments of the triforce of wisdom, in order to have the magic triangle.	
.i ki'u ma do cusku zo co'o	Why do you say goodbye?	
.i ki'u ma do tai stati tu'a lo fasybau	Why is your French so good?	
.i .e'e ko cikna	Come on, wake up.	
.i ko joi mi ca citka .i mi xagji sai	Let's eat now. I'm starving.	−
.i ko jungau lo do rirni lo du'u mi rinsa	Remember me to your parents.	?
.i ko mi tavla zo'e na ku ca ku .i ca ba'e ri do .iancu lo ka cusku su'o da	Don't come to me now with that. You should have said something when it originally happened.	
.i ko na jundi la .tom.	Ignore Tom.	
.i ko na jundi la .alis.	Ignore Alice.	
.i ko na jundi la .maris.	Ignore Mary.	
ko su'o da mi retsku	Ask me a question.	
ko cu'uxna su'o da fo lo ka se zukte la .kris.	Select action for Chris.	−
ko'a pu ku tatpi gi'e ku'i stodi lo ka gunka	She was tired, but she kept working.	−
.i ku'i mi'o zvati ma	But where are we?	
.i la .platon. cu mrobi'o ni'i lo du'u .py. remna	Plato dies, which follows logically because he is human.	−
la .tom. na se slabu la .maris. .a lo mensi be ri	Tom doesn't know either Mary or her sister.	
la .alis. na se slabu la .maris. .a lo mensi be ri	Alice doesn't know either Mary or her sister.	
la .maris. na se slabu la .maris. .a lo mensi be ri	Mary doesn't know either Mary or her sister.	
.i la .tam. pu tinbe fi mi	Tom did what I told him to do.	
.i la .alis. pu tinbe fi mi	Alice did what I told him to do.	
.i la .maris. pu tinbe fi mi	Mary did what I told him to do.	
.i la ba'e .tam. jukpa lo vanci sanmi	Tom was the one who cooked dinner.	?
.i la ba'e .alis. jukpa lo vanci sanmi	Alice was the one who cooked dinner.	?
.i la ba'e .maris. jukpa lo vanci sanmi	Mary was the one who cooked dinner.	?
trutca la .ukrain. fa la .kiiiv. kau	The capital of the Ukraine is Kiev.	−
.i la .pitr. pu mikce binxo djica	Peter wanted to become a doctor.	
.i la .tam. kakne co sanga su'o lo fraso	Tom can sing a few French songs.	−
.i la .alis. kakne co sanga su'o lo fraso	Alice can sing a few French songs.	−
.i la .maris. kakne co sanga su'o lo fraso	Mary can sing a few French songs.	−
ro da poi la .maris. cu gasnu ke'a zo'u la .tom. ra da fraxu to'e ri'a nai da	Tom always forgives Mary, no matter what she does.	
ro da poi la .maris. cu gasnu ke'a zo'u la .alis. ra da fraxu to'e ri'a nai da	Alice always forgives Mary, no matter what she does.	
