I want to talk to her.	au mi ko'a tavla
I want to talk to him.	au mi ko'a tavla
I never want to have kids.	au mi no roi se panzi da
I just wish I knew how to speak French.	au mi se frasbau
I want to speak with you.	au mi tavla do
I want to talk to you about something else.	au mi tavla do da poi drata
I want to talk to you about this list.	au mi tavla do lo vi liste
I'd like to see you.	au mi viska do
I want to see the streets.	au mi viska le klaji
I want to see your mother.	au mi viska lo mamta be do
I want to live in the city.	au mi xabju lo tcadu
I want to buy another one.	au mi za'u re'u te vecnu
I don't want to be laughed at.	au na cmila zei frati mi
I'm reluctant to leave.	au nai mi cliva
I do not want to reply to his letter.	au nai mi spuda le ra xatra
I wish you happiness.	au nu do gleki
Do you want to play something?	au pei kelci su'o da
I'd like a ticket to Boston.	au pikta fi lo ka klama la bostyn
I'm sleepy!	mi sipna zei nitcu
I'm sleepy.	mi sipna zei tatpi
I'd like some plum jam.	au zirpu zei smela pesxu
I don't want to go to bed.	au nai mi ckana zei klama
I don't want to go to school.	au nai mi klama lo ckule
I don't want to drink anything cold.	au nai mi pinxe lo lenku
I don't want to talk to you.	au nai mi tavla do
I don't want to read this book.	au nai mi tcidu fi lo vi cukta
I don't want to listen to you.	au nai mi tirna zei jundi do
Shall we wait for you here?	au pei mi'a vi denpa tu'a do
I really want to go to Egypt.	au sai mi klama la misrgu'e
You may go.	e'a do cliva
You may swim.	e'a do limna
You may keep the book.	e'a do ralte le cukta
You may sit down.	e'a do zutse zei binxo
Do as you want.	e'a do zukte lo se ckaji zei djica
Tom may do whatever he wants to.	e'a la tom cu zukte ro se aidji be ri
You must not go inside.	e'a nai do nenri zei klama
You can't stay here.	e'a nai do ti stali
Can I join?	e'a pei mi co'a kansa
May we accompany you on your walk?	e'a pei mi'a do kansa lo ka cadzu zei klama
Can I ask you something personal?	e'a pei ro'i mi preti zei cusku lo prenu zei srana do
Do come in.	e'a do nenri zei klama
I forbid you to leave.	e'a nai sai do cliva
You may not pick the flowers.	e'a nai do crepu lo xrula
May I smoke?	e'a pei danmo zei vasxu
Could I borrow a pencil?	e'a pei mi jbera lo pinsi
May I ask you something?	e'a pei mi preti zei cusku fi do
May I speak to Bill?	e'a pei mi tavla la bil
You can rely on me.	e'e do lacri mi
Show them what you can do! Go for it!	e'e ko jarco lo se kakne be do
I'll race you to the car!	e'e mi do bajra jivna fe'e co'u le karce
I'll be okay by myself.	e'e mi no zei kansa
Whoa, Kelly!	e'e nai doi kelis
I can't fault you for that.	e'e nai mi cfila zei facki do lau'u
I can't.	e'e nai
I will do it myself.	e'e se'a
I've got to stop you.	e'i cai mi do sisti zei gasnu
Give that to me!	e'i ko ta mi dunda
I have to go meet with Tom.	ei mi ckaji zei klama lo ka penmi la tom
I have to return this book today.	ei mi xruti zei dunda lo vi cukta ca lo cabna zei djedi
Do whatever you please!	e'i nai ko zukte lo se djica be do
You don't have to tell the truth all the time.	e'i nai ro roi jetnu zei cusku
Feel free to take this.	ei nai do ti lebna
Help yourself.	e'i cu'i lebna ti
Please say that again!	e'o cusku krefu
Please fix that.	e'o do cikre ta
Just a minute. I'll see if I can find it in this book.	e'o do denpa i mi troci co to'e cirko fi le vi cukta
Please go on with your story.	e'o do di'a cusku lo do lisri
Can you pass me the salt, please?	e'o do dunda lo silna mi
Please show me another camera.	e'o gau do mi viska su'o kacma poi drata
Could you make me a sandwich?	e'o do jukpa lo snuji fi'o te dunda mi
Please drink tea.	e'o do pinxe lo tcati
Could you talk more slowly, please?	e'o do bacru masno zenba
Please will you close the door when you go out.	e'o do va'o gi cliva gi ganlgau lo vorme
Please stay for 5 more minutes.	e'o do zenba lo ka pu zu co'a sanli ku su'o mentu be li mu
Please sit down!	e'o do zutse
If you are free, give me a hand.	e'o ga nai do zifre gi do mi sidju
Could you turn on the light please?	e'o gau do lo gusni zei tutci co'a akti
Change the flag, please.	e'o ko basti zei gasnu fi lo lanci
Please take me away from here!	e'o ko bevri mi fo ti
Please make sure the drinking water is pure.	e'o ko birti le du'u le djacu ku curve
Please write about your real experience.	e'o ko ciska lo srana be lo jetnu se lifri be do
Please put on your shoes.	e'o ko co'a dasni lo cutci
Please put your shoes on.	e'o ko co'a dasni lo cutci
Would you ask Tom to call me back, please?	e'o ko cpedu fi la tam fe lo nu jalge fonxa zei jorne mi
Please, let me explain.	e'o ko curmi lo nu mi ciksi
May I have a glass of water?	e'o ko dunda fi mi fe lo blanu zei ckana zei bridi be loi djacu
I ask that you forgive me.	e'o ko mi fraxu
Turn on the light, please.	e'o ko gasnu lo nu co'a gusni
Could you show me the way to the bus stop?	e'o do djuno zei gasnu mi lo du'u ma kau pluta lo sorpeka tcana
Please show your ticket.	e'o ko jarco tu'a lo pikta be do
Please give the baby a bath.	e'o ko jinru zei lumci lo cifnu
Would you please take my picture?	e'o ko kacmterxra fi mi
Could you take this, please?	e'o ai pei do ti lebna
Please let me off at the next stop.	e'o mi cliva bu'u lo klama zei sisti tcana poi se lidne
Please speak slowly.	e'o ko masno tavla
Please keep it a secret.	e'o ko mipri
Please don't tell anyone.	e'o ko na djuno zei gasnu
Please read the text below.	e'o do tcidu fi lo valsi zei mei poi cnita
Please don't tell anyone where I am.	e'o ko no da djuno zei gasnu lo du'u mi zvati ma kau
Please pass me the salt.	e'o do dunda lo silna mi
Please sing a song.	e'o ko sanga su'o da
Can you help me, please?	e'o ko sidju
Please don't hesitate to call.	e'o ko tavla mi xe cu'u lo fonxa
Please read that book.	e'o do tcidu fi lo vi cukta
Please have a seat here.	e'o ko ti zutse
Could you give me back my valuables?	e'o do mi xruti zei dunda be lo kargu se ponse be mi
Please pass me the salt.	e'o ko ve pagre fi mi le silna
Please attend my birthday party.	e'o ko vitke fi lo mi jbena zei detri zei nu zei salci
Please speak more slowly.	e'o do zenba lo ka masno lo ka bacru
Can I join you?	e'a pei mi do kansa
Take me to your leader.	e'o ko mi gidva lo ka klama lo do jatna
I'm going to rest, OK?	e'o mi surla
Let me see it.	e'o mi viska
Here, have some candy.	e'u do citka su'o lo vi titla zei spisa
Two adult tickets, please.	e'o re makcu pikta cu co'e
Let me know if I need to make any changes.	e'o ro da zo'u mi nitcu lo ka zukte da i na ja do mi djuno zei gasnu lo du'u go'i
If you see a mistake, then please correct it.	e'o va'o lo nu do ganse lo se srera kei ko cikre
Could you put it in plain language?	e'o do smuni zei cusku la'e di'u se pi'o lo sampu bangu
Just a minute.	e'o ze'i denpa
Let thy understanding enter into the things that are doing and the things which do them.	e'u curmi lo nu do jimpe fi da poi tarti e de poi te tarti fi da
Please write it down.	e'u do ciska de'u
You have Jim to thank for your failure.	e'u do ckire xo'o la djim lo ka gau ce'u do fliba
Don't worry. She doesn't understand German.	ko na xanka i lo bandu'e'u ta na bangu
Please feel free to use my dictionary.	e'a sai do pilno lo mi valsi zei cukta
I suggest you rest for a while.	e'u do ze'a surla
Let's make our own language so no one will know what we're talking about!	e'e mi'o finti su'o bangu pe mi'o i te zu'e bo no drata cu smuni zei jimpe lo se cusku be mi'o
I think we should reduce the price.	pe'i mi'o iancu lo ka gau ce'u jdika lo ka kargu
Let's go by bus.	e'u klama fu lo basfa
Let's go by bus.	e'u klama fu lo so'i zei prenu zei karce
Please press the left mouse button to continue.	e'u do catke lo zunle batke pe lo pe'a zei smacu ja'e lo balvi zei lamji ve pruce
Please make yourself comfortable.	e'o do gasnu lo sarcu be lo nu do kufra
Please throw me the ball.	e'u ko renro lo bolci mi
Please say hello to your family.	e'u ko rinsa lo do lanzu
Please delete this sentence.	e'u ko vimcu dei
The children should go outside and play.	e'u loi verba cu bartu zei klama je kelci
Let's have a try.	e'u ma'a troci
Let me explain it with a diagram.	e'u mi ciksi se pi'o lo cartu
Let me see what we can do.	e'u mi lanli facki fi lo se kakne be mi'o
Let's go to Shinjuku tomorrow morning.	e'u mi'o klama la cinjukus ca lo balvi zei lamji zei djedi cerni
Let's drop by his house.	e'u mi'o klama lo ra zdani
Let's consider the worst that could happen.	e'u mi'o pensi lo xlali zei traji be lo cumki
Let's party!	e'u mi'o salci
You better not open your mouth.	e'u nai do kalri zei gasnu le moklu
I think you'd better take an umbrella in case it rains.	e'u mu'i lo nu ka'e carvi ku do bevri su'o santa
Why don't we ask for his advice?	e'u se stidi ko'a
Let's go drink a cup of coffee at that coffee shop over there.	ko'oi mi'o bu'u lo va ckafi zarci cu pinxe su'o ckafi
You really should get this agreement down in writing.	e'u sai gau do su'o da se ciska notci lo ta nu zukte zei tugni
I need to get my oboe repaired.	ei cikre lo mi xagri
What should a person feel to buy something?	ei dai lo prenu ma cinmo se va'o lo nu ri te vecnu
You have to be prepared for anything.	ei do bredi ro da
You must go home at once.	ei do ca ba'e ti klama lo do zdani
You ought to be ashamed.	ei do ckeji
You should be ashamed of your conduct.	ei do ckeji lo se tarti be do
You ought to know.	ei do djuno
You ought to decide whether or not you want to go.	ei do jdice lo du'u xu kau do djica lo nu klama
You must be careful not to make him angry.	ei do jundi te zu'e lo nu na ku gau do ra fengu
You should take care of your sick mother.	ei do kurji lo do bilma mamta
You must look after the child.	ei do kurji lo verba
You should have told me the truth.	ei do mi pu smuni zei cusku be lo jetnu
You must not tell a lie.	ei do na jitfa zei cusku su'o da
You shouldn't have done such a thing.	ei do pu na zukte su'o simsa
You should have listened to me.	ei do pu tirna zei jundi mi
You should help Tom.	ei do sidju la tom
You should be true to your friends.	ei do stace lo do pendo
You must keep your room clean.	ei do stodi zei gasnu lo do kumfa lo ka jinsa
You must try somewhere else.	ei do troci bu'u su'o drata
You must try somewhere else.	ei do troci lo nu co'e bu'u lo drata
You should be sorry.	ei do xenru
You must perform your duty.	ei do zukte lo se bilga be do
You are to stay here.	ei do zvati zei stodi ti
The flower garden needs watering.	ei dunda lo djacu lo xrula purdi
I can't let them leave before the watch is fixed.	ei ko'a na cliva pu lo nu ba'o cikre lo junla
The president ought to be ashamed.	ei lo jatna cu ckeji
My computer has got to be useful for something.	ei lo mi skami su'o da pilno zei xamgu
A man should be upright, not kept upright.	ei lo prenu cu marde zei stace gi'e nai marde zei stace bai
Children should obey their parents.	ei lo verba ku tinbe fi lo vo'a rirni
It needs washing.	nitcu lo ka se lumci
We should leave.	ei ma'a cliva
We must go.	ei ma'a klama
We must provide for our old age.	ei ma'a kurji loi me ma'a laldo
I have to prepare for the test.	ei mi bredi zei gasnu mi lo cipra
I should go back to work now.	ei mi ca di'a gunka
I have to go to bed.	ei mi ckana zei klama
Gotta go now, bye!	ei mi cliva co'o
I should go now. Bye!	ei mi cliva co'o
I have to go to the police station.	ei mi klama lo pulji tcana
I should go home.	ei mi klama lo zdani
I can't permit this.	ei mi na curmi ti
I have to water the flowers.	ei mi sabji lo djacu lo xrula
I must buy new skis.	ei mi te vecnu lo cnino skiji
We must go.	ei mi'a klama
We have to be prepared for anything.	ei mi'o bredi ro da
We need to chat soon.	ei ma'a ba zi casnu
You don't have to make an apology.	na sarcu fa lo nu do fraxu zei cpedu
You don't have to feel threatened.	ei nai do ckape zei cinmo
The only thing you need to do is go there.	do nitcu lo po'o ka klama ta
I have to win.	ai sai mi jinga
It's not necessary to come tomorrow.	ei nai klama ca lo balvi zei lamji zei djedi
I hope you will be completely cured.	i a'o do di'a mulno kanro
Hey, could you tell a story about it tomorrow? I'm very interested, and I hope you can.	i e'o do te lisri tu'a ko'a ca lo balvi zei lamji zei djedi a'u sai ui a'o se'i nai ro'i
Would you mind not doing that?	i e'o do zukte na ku ta
Write down your name with a pencil, please.	i e'o ko ciska lo cmene be do fo lo pinsi
Please open the window.	i e'o ko kalri zei gasnu lo canko
It is necessary for you to see a doctor at once.	ei do co'a ti muvdu su'o mikce
I have to go to bed.	ei mi klama lo ckana
Stupid brain! Why is saying 'galxe' so very difficult with a sore throat?	oi ro'e ki'u ma pau nai lo nu bacru zo galxe nandu mutce va'o lo nu galxe bilma
You mind if I join you?	i oi pei da'i mi do kansa
Broadly construed, it's, uh, slightly useful.	do'a y so'u va'e lo ka pilno zei xamgu
To be precise, I go, because I am forced to.	i ba'u cu'i mi bai cliva
Now, it so happens that I'm afraid of flying.	i bi'u mi terpa lo nu klama fu lo vinji
There is a cat five meters from the tree.	i bu'u lo tricu va lo mitre be li mu cu mlatu
She's now straightening up her room.	i ca sipna zei kumfa cnici zei gasnu
In the event of rain, the game will not be held.	i carvi na ja nai kelci
I bowed politely.	mi pu clite korcu zei sanli
They looked relieved.	i co'udu'u za'a
This sentence wouldn't be funny if not for irony.	i da'i dei na'e xajmi se ja'e da'i lo nu na'e ranxi
If I had had enough money, I would have bought the bag.	i da'i mi va'o lo nu mi ponse rau jdima cu pu te vecnu lo dakli
This isn't news.	i de'u na nuzba
She knows that John loved her.	i djuno lo du'u la djan pu prami vo'a
You will soon cease to think of her.	i do ba zi sisti lo ka pensi tu'a ko'a
Your being obliged to wear pants doesn't logically follow from the state of your being a man.	i do bilga lo nu pilno lo palku kei ni'i nai lo za'i do nanmu
You hit me, which results in my pain.	i do darxi mi se ri'a lo za'i mi cortu
You play Starcraft really well.	do mutce lo ka certu lo ka kelci la starkraft
You're really not stupid.	i do na bebna
You enter, with the key word being a requirement.	i do nenri sau tu'a le ckiku valsi
Why do you ask?	i do preti zei cusku mu'i ma
I love you.	i do se prami mi
What are you talking about?!	do tavla fi ma ua nai
While standing up, I say that the eating is over.	i fau lo nu mi sanli binxo kei mi cusku le se du'u mo'u citka
There is only love and happiness in Scatland. Hatred and resentment? Well that's unheard of. It's unheard of.	i fa po'o lo ka prami jo'u lo ka gleki cu se cinmo bu'u la skatland i lo ka xebni jo'u lo ka to'e ckire zo'u mo pau dai i nu'o ti'erna su'o srana i nu'o ti'erna
In addition to being a doctor, he is a writer.	i ge mikce gi ji'a te cukta
They worked like bees.	i gunka fi'o pe'a simsa lo bifce
Alice might have been there yesterday, but we didn't see her.	i ie la alis zvati da'i ca lo purci zei lamji zei djedi i je ku'i mi'a na viska a bu
Wrong.	i jitfa
You can search words, and get translations. But it's not exactly a typical dictionary.	ka'e valsi sisku ja'e lo nu cpacu lo xe fanva i ku'i na mulno lo ka lo'e zei ckaji lo ka valsi zei cukta
She may have to quit her job next month.	ta ka'e bai co'u se jibri ca lo balvi zei lamji zei masti
Almost all men hate something, but I am very good at being patient.	i ka'u so'a remna su'o da xebni i ku'i mi mutce lo ka denpa zei tsali
As earlier mentioned, I was afraid.	i ke'u mi pu terpa
Why do you say goodbye?	i ki'u ma do cusku zo co'o
Why is your French so good?	i ki'u ma do tai stati tu'a lo fraso zei bangu
Come on, wake up.	i e'e ko cikna
Let's eat now. I'm starving.	i ko joi mi ca citka i mi xagji sai
Remember me to your parents.	i ko djuno zei gasnu le do rirni lo du'u mi rinsa
Don't come to me now with that. You should have said something when it originally happened.	i ko mi tavla zo'e na ku ca ku i ca ba'e ri do iancu lo ka cusku su'o da
Ignore Tom.	i ko na jundi la tom
Ask me a question.	ko su'o da mi preti zei cusku
Select action for Chris.	ko cu'uxna su'o da fo lo ka se zukte la kris
She was tired, but she kept working.	ko'a pu ku tatpi gi'e ku'i stodi lo ka gunka
But where are we?	i ku'i mi'o zvati ma
Plato dies, which follows logically because he is human.	i la platon cu morsi zei binxo ni'i le du'u py remna
Tom did what I told him to do.	i la tam pu tinbe fi mi
Tom was the one who cooked dinner.	i la ba'e tam jukpa lo vanci sanmi
Peter wanted to become a doctor.	i la pitr pu mikce binxo djica
Tom can sing a few French songs.	i la tam kakne co sanga su'o lo fraso
Tom always forgives Mary, no matter what she does.	ro da poi la meris cu gasnu ke'a zo'u la tom ra da fraxu to'e ri'a nai da
Tom wondered whether it would be hard to find a job in Boston.	la tom pu kucli lo du'u xu kau nandu da'i fa lo ka bu'u la bostyn co'a se jibri
The ball fell because I stopped holding it up.	i le bolci cu farlu ri'a lo nu mi co'u sarji ri
The experience of a looping discussion in all languages which results in nothing is the cause.	i le li'i clupa nu casnu bau ro da ja'e no de cu rinka
The file is weighing 7 megabytes.	lo sfaile cu baitni li xa gei ze
No worries, you aren't ready to talk about the company, which is useful.	i le'o cu'i do na bredi lo nu casnu lo kagni kei poi pilno zei xamgu
You know, money is just paper, and that is a real car.	je'u lo jdini cu pelji a'u cu'i i je ta karce je ba'e dacti
Of course, I haven't seen all marijuana users. But marijuana use causes temporary stupidity. Everyone knows that.	i li'a mi na viska ro marna pilno i ku'i lo zasni nu bebna cu se rinka lo nu pilno lo marna i ro prenu cu djuno la'e di'u
The ball hit her in the eye.	i le bolci pu janli pa kanla be le bi'u nai fetsi
My brother is not satisfied with his new car.	i lo bruna be mi na se mansa lo se ponse be pu zi co'a ku karce
I see that you have a Greek name.	i lo cmene be do cu za'a xelso
A week has seven days.	i lo'e jeftu cu djedi li ze
The company was in want of money.	lo kagni cu djica lo nu ri jdini ricfu zenba
He pressed his face against the shop window.	catke lo flira be vo'a lo canko blaci pe lo zarci
Have a nice meal!	kukte ko
Pessimists say 'I'm not rich.' Optimists say 'I'm not rich at the moment.'	i lo mabla kanpe cu cusku lu i mi na ricfu li'u i lo zabna kanpe cu cusku lu i mi na'e ca ricfu li'u
The agonies of the machine age do not originate from the machines as such.	i lo malba pe lo minji cedra na se krasi lo minji cedra ku sa'e
Your mother is anxious about your health.	i lo mamta be do cu xanka lo do ni kanro
My sister lives in Boston, hence, I'll likely visit the area.	i lo mensi be mi ca xabju la boston ja'e lo nu la'a mi vitke fi lo se diklo
My basket is full of books.	i le mi pa lanka cu culno za'u cukta
My vision is getting worse these days.	ze'a lo cabna zei jibni mi jdika lo ka lo se viska cu satci
The station is two meters away.	i lo mitre be li re zo'u pluta zei ni zei clani fi lo tcana
The cat dug its claws into my hand.	i lo mlatu cu zukte co tunta be fa lo jgalu lo mi xance
The man is eating. The woman is eating. The child is eating.	i lo nanmu e lo ninmu e lo verba ca ca'o citka
Those who try to be foolish are foolish.	lo troci be lo ka bebna cu bebna
Those who live in glass houses should not throw stones.	lo xabju be lo blaci dinju cu iancu lo ka renro no rokci
He will probably fail.	i le nu le bi'u nai nakni ba fliba cu lakne
Honesty does not always pay. Such is the way of the world.	i lo nu stace na ro roi te prali i tcaci zo'e ne lo munje
My father always said that heaven helps those who help themselves.	lo mi patfu pu ta'e cusku lo se du'u lo cevni cu sidju ro da poi sidju da
Portugal is not an exception.	i lo porto zei gugde cu na'e jai natfe zei mupli
We take it for granted that television exists.	i lo prenu cu jinvi co se rarna lo nu tivni
Your demands are unreasonable.	i le se cpedu be do cu fenki
The soldier enjoys game and danger, and that is why he enjoys women who are the most dangerous of playthings.	i lo sonci cu se pluka lo ckape je lo nu zei kelci gi'e se mu'i bo nelci lo ninmu ku noi jai ckape zei traji co se kelci
Only the one who tries succeeds. But the one who only tries fails.	i lo troci ku po'o snada i ku'i lo troci po'o ku fliba
The child was almost drowned.	lo verba pu ckaji zei jibni lo ka jauvasmro
Me and Tal's recent discussion prompted me to ask you. I expect cats to taste better than dogs. Agree?	lo nu mi jo'u la tal pu zi casnu cu mukti mi lo ka preti zei cusku fi do i pe'i lo'e mlatu lo'e gerku cu zmadu lo ka vrusi kukte i ie pei
She cried for hours without ceasing.	i le bi'u nai fetsi pu ze'a le cacra be li so'i ru'i klaku
What is the origin of the universe?	i ma krasi lo munje
What's the reason?	i ma krinu
What caused you to be able to breathe without dying and without using an air-cleaner?	i ma pu rinka lo nu ue do ka'e vasxu se ri'a nai lo ka morsi zei binxo vau je se pi'o nai lo vacri lumci cabra
Of all languages, what's the most difficult?	i ma traji lo ka jai nandu kei lo ro bangu
You have a beautiful name.	i melbi cmene do
I will be here two hours later than previously said.	i mi ba vi zvati ba lo jai se cusku za lo cacra be li re
I will be here two hours earlier than previously said.	i mi ba vi zvati pu lo jai se cusku za lo cacra be li re
I am at a work meeting, which is the reason for my slow replies.	i mi ca gunka penmi se ki'u le nu masno spuda zei cusku
I am eating, which is different to drinking.	i mi citka no'oi ke'a drata lo ka pinxe
I leave motivated by computer gaming and sleeping with my beloved.	i mi cliva mu'i le nu skami zei pruce kelci gi'e sipna do'e le mi se prami
My butt hurts.	i mi cortu lo zargu
I've broken my glasses.	gau mi lo mi kanla zei taxfu cu porpi
I felt rather puzzled.	mi pu je'a ru'e se cfipu
I'm really hungry, so I'm about to eat.	i mi je'a xagji se mu'i lo nu mi pu'o citka
I took off my sweater because it got warmer.	i mi kosta dasni sisti mu'i lo nu glare zenba
I am too old for this world.	mi laldo dukse fi tu'a lo ti munje
I have met him before.	mi ra pu su'o roi penmi
Let me be yours.	i mi me ko moi
This isn't my job.	i mi na bilga la'e di'u
I'm not asleep, meh.	i mi ca na sipna vau ui cu'i
I don't cook.	i mi na ta'e jukpa
I absented myself from the meeting.	i mi na zvati lo nu zei jmaji
It is, not I, but you, who are to blame.	i mi na e ku'i do i'a nai fuzme
I like you, but not just because you're beautiful.	mi nelci do i ku'i lo nu do melbi ku po'o nai krinu
I like Lojban because I think in a figuratively Lojbanic manner.	i mi nelci la lojban ki'u le nu mi pensi ta'i le pe'a lojbo
I like beautiful things even if they are umbrellas.	i mi nelci lo melbi ju santa
I paid about 50 dollars.	mi pu pleji lo merko zei rupnu be li ji'i mu no
I visit my parents every Sunday without fail.	i mi prane lo ka vitke lo rirni ca ro lo ze zei djedi
I was angry because he was late.	i mi pu fengu lo nu lerci
I couldn't control my anger.	mi pu na kakne lo ka jitro lo nu mi fengu
I was a regular in the channel a year or two ago, but have been away from Lojban for a while now.	i mi pu za lo nanca be li pa a re cu dikni irci zo'ei dei i je ku'i mi ze'u na lojbo zukte
I'm talking to you, my peers.	i mi ca ca'o tavla le za'u do ga'i cu'i
Plato's my friend, but truth I cherish even more.	i mi se dirba la platon e ku'i mau bo lo nu jetnu
I am reading a book.	i mi ca ca'o tcidu fi pa cukta
I'm only a customer.	i mi te vecnu po'o
I'm not convinced.	i mi za'o na'e birti
I take the liberty of going home.	i mi zukte lo ka zifre be lo nu klama be lo zdani
We have two dogs. One is black and the other is white.	mi'a se danlu zei pendo re gerku i pa ri xekri i lo drata cu blabi
We enjoyed a long voyage across the Pacific Ocean.	mi'a pu se pluka lo ka ze'u litru pa'o la pasifik poi barda zei xamsi
For instance, people who physically have to have alcohol can die from not drinking.	mu'a lo prenu poi lo xadni be ke'a cu nitcu tu'a lo'e xalka ka'e morsi ri'a lo nu na pinxe ri
There were fifty passengers on the plane.	mu no prenu pu zvati lo vinji
No. I don't know. It's a lot of things.	i na go'i i mi na djuno i ko'a ro moi so'i zo'e
No problem, I understand.	i na nabmi i mi jimpe
It doesn't surprise me that you know.	i na spaji mi fa lo nu do djuno
There's nothing more I can tell you.	i na ku za'u da zo'u mi do da djuno zei gasnu
There's no rest for the wicked.	i no da nu surla fa lo palci
Nothing is lost, nothing is created, everything is transformed.	i no da zasti cirko i no da zasti binxo i ro da cenba
There's nothing there.	i no zo'e ta zvati
She accompanied him to Japan.	ta ta kansa lo ka klama lo ponjo zei gugde
He was wearing a gold necklace and a coat made of bird feathers.	pu dasni su'o solji cnebo zei karli e su'o cipni pimlu kosta
