e'o ko no da djuno zei gasnu lo du'u mi zvati ma kau	Please don't tell anyone where I am.
e'o do dunda lo silna mi	Please pass me the salt.
e'o ko sanga su'o da	Please sing a song.
e'o ko sidju	Can you help me, please?
e'o ko tavla mi xe cu'u lo fonxa	Please don't hesitate to call.
e'o do tcidu fi lo vi cukta	Please read that book.
e'o ko ti zutse	Please have a seat here.
e'o do mi xruti zei dunda be lo kargu se ponse be mi	Could you give me back my valuables?
e'o ko ve pagre fi mi le silna	Please pass me the salt.
e'o ko vitke fi lo mi jbena zei detri zei nu zei salci	Please attend my birthday party.
e'o do zenba lo ka masno lo ka bacru	Please speak more slowly.
e'a pei mi do kansa	Can I join you?
e'o ko mi gidva lo ka klama lo do jatna	Take me to your leader.
e'o mi surla	I'm going to rest, OK?
e'o mi viska	Let me see it.
e'u do citka su'o lo vi titla zei spisa	Here, have some candy.
e'o re makcu pikta cu co'e	Two adult tickets, please.
e'o ro da zo'u mi nitcu lo ka zukte da i na ja do mi djuno zei gasnu lo du'u go'i	Let me know if I need to make any changes.
e'o va'o lo nu do ganse lo se srera kei ko cikre	If you see a mistake, then please correct it.
e'o do smuni zei cusku la'e di'u se pi'o lo sampu bangu	Could you put it in plain language?
e'o ze'i denpa	Just a minute.
e'u curmi lo nu do jimpe fi da poi tarti e de poi te tarti fi da	Let thy understanding enter into the things that are doing and the things which do them.
e'u do ciska de'u	Please write it down.
e'u do ckire xo'o la djim lo ka gau ce'u do fliba	You have Jim to thank for your failure.
ko na xanka i lo bandu'e'u ta na bangu	Don't worry. She doesn't understand German.
e'a sai do pilno lo mi valsi zei cukta	Please feel free to use my dictionary.
e'u do ze'a surla	I suggest you rest for a while.
e'e mi'o finti su'o bangu pe mi'o i te zu'e bo no drata cu smuni zei jimpe lo se cusku be mi'o	Let's make our own language so no one will know what we're talking about!
pe'i mi'o iancu lo ka gau ce'u jdika lo ka kargu	I think we should reduce the price.
e'u klama fu lo basfa	Let's go by bus.
e'u klama fu lo so'i zei prenu zei karce	Let's go by bus.
e'u do catke lo zunle batke pe lo pe'a zei smacu ja'e lo balvi zei lamji ve pruce	Please press the left mouse button to continue.
e'o do gasnu lo sarcu be lo nu do kufra	Please make yourself comfortable.
e'u ko renro lo bolci mi	Please throw me the ball.
e'u ko rinsa lo do lanzu	Please say hello to your family.
e'u ko vimcu dei	Please delete this sentence.
e'u loi verba cu bartu zei klama je kelci	The children should go outside and play.
e'u ma'a troci	Let's have a try.
e'u mi ciksi se pi'o lo cartu	Let me explain it with a diagram.
e'u mi lanli facki fi lo se kakne be mi'o	Let me see what we can do.
e'u mi'o klama la cinjukus ca lo balvi zei lamji zei djedi cerni	Let's go to Shinjuku tomorrow morning.
e'u mi'o klama lo ra zdani	Let's drop by his house.
e'u mi'o pensi lo xlali zei traji be lo cumki	Let's consider the worst that could happen.
e'u mi'o salci	Let's party!
e'u nai do kalri zei gasnu le moklu	You better not open your mouth.
e'u mu'i lo nu ka'e carvi ku do bevri su'o santa	I think you'd better take an umbrella in case it rains.
e'u se stidi ko'a	Why don't we ask for his advice?
ko'oi mi'o bu'u lo va ckafi zarci cu pinxe su'o ckafi	Let's go drink a cup of coffee at that coffee shop over there.
e'u sai gau do su'o da se ciska notci lo ta nu zukte zei tugni	You really should get this agreement down in writing.
ei cikre lo mi xagri	I need to get my oboe repaired.
ei dai lo prenu ma cinmo se va'o lo nu ri te vecnu	What should a person feel to buy something?
ei do bredi ro da	You have to be prepared for anything.
ei do ca ba'e ti klama lo do zdani	You must go home at once.
ei do ckeji	You ought to be ashamed.
ei do ckeji lo se tarti be do	You should be ashamed of your conduct.
ei do djuno	You ought to know.
ei do jdice lo du'u xu kau do djica lo nu klama	You ought to decide whether or not you want to go.
ei do jundi te zu'e lo nu na ku gau do ra fengu	You must be careful not to make him angry.
ei do kurji lo do bilma mamta	You should take care of your sick mother.
ei do kurji lo verba	You must look after the child.
ei do mi pu smuni zei cusku be lo jetnu	You should have told me the truth.
ei do na jitfa zei cusku su'o da	You must not tell a lie.
ei do pu na zukte su'o simsa	You shouldn't have done such a thing.
ei do pu tirna zei jundi mi	You should have listened to me.
ei do sidju la tom	You should help Tom.
ei do stace lo do pendo	You should be true to your friends.
ei do stodi zei gasnu lo do kumfa lo ka jinsa	You must keep your room clean.
ei do troci bu'u su'o drata	You must try somewhere else.
ei do troci lo nu co'e bu'u lo drata	You must try somewhere else.
ei do xenru	You should be sorry.
ei do zukte lo se bilga be do	You must perform your duty.
ei do zvati zei stodi ti	You are to stay here.
ei dunda lo djacu lo xrula purdi	The flower garden needs watering.
ei ko'a na cliva pu lo nu ba'o cikre lo junla	I can't let them leave before the watch is fixed.
ei lo jatna cu ckeji	The president ought to be ashamed.
ei lo mi skami su'o da pilno zei xamgu	My computer has got to be useful for something.
ei lo prenu cu marde zei stace gi'e nai marde zei stace bai	A man should be upright, not kept upright.
ei lo verba ku tinbe fi lo vo'a rirni	Children should obey their parents.
nitcu lo ka se lumci	It needs washing.
ei ma'a cliva	We should leave.
ei ma'a klama	We must go.
ei ma'a kurji loi me ma'a laldo	We must provide for our old age.
ei mi bredi zei gasnu mi lo cipra	I have to prepare for the test.
ei mi ca di'a gunka	I should go back to work now.
ei mi ckana zei klama	I have to go to bed.
ei mi cliva co'o	Gotta go now, bye!
ei mi cliva co'o	I should go now. Bye!
ei mi klama lo pulji tcana	I have to go to the police station.
ei mi klama lo zdani	I should go home.
ei mi na curmi ti	I can't permit this.
ei mi sabji lo djacu lo xrula	I have to water the flowers.
ei mi te vecnu lo cnino skiji	I must buy new skis.
ei mi'a klama	We must go.
ei mi'o bredi ro da	We have to be prepared for anything.
ei ma'a ba zi casnu	We need to chat soon.
na sarcu fa lo nu do fraxu zei cpedu	You don't have to make an apology.
ei nai do ckape zei cinmo	You don't have to feel threatened.
do nitcu lo po'o ka klama ta	The only thing you need to do is go there.
ai sai mi jinga	I have to win.
ei nai klama ca lo balvi zei lamji zei djedi	It's not necessary to come tomorrow.
i a'o do di'a mulno kanro	I hope you will be completely cured.
i e'o do te lisri tu'a ko'a ca lo balvi zei lamji zei djedi a'u sai ui a'o se'i nai ro'i	Hey, could you tell a story about it tomorrow? I'm very interested, and I hope you can.
i e'o do zukte na ku ta	Would you mind not doing that?
i e'o ko ciska lo cmene be do fo lo pinsi	Write down your name with a pencil, please.
i e'o ko kalri zei gasnu lo canko	Please open the window.
ei do co'a ti muvdu su'o mikce	It is necessary for you to see a doctor at once.
ei mi klama lo ckana	I have to go to bed.
oi ro'e ki'u ma pau nai lo nu bacru zo galxe nandu mutce va'o lo nu galxe bilma	Stupid brain! Why is saying 'galxe' so very difficult with a sore throat?
i oi pei da'i mi do kansa	You mind if I join you?
do'a y so'u va'e lo ka pilno zei xamgu	Broadly construed, it's, uh, slightly useful.
i ba'u cu'i mi bai cliva	To be precise, I go, because I am forced to.
i bi'u mi terpa lo nu klama fu lo vinji	Now, it so happens that I'm afraid of flying.
i bu'u lo tricu va lo mitre be li mu cu mlatu	There is a cat five meters from the tree.
i ca sipna zei kumfa cnici zei gasnu	She's now straightening up her room.
i carvi na ja nai kelci	In the event of rain, the game will not be held.
mi pu clite korcu zei sanli	I bowed politely.
i co'udu'u za'a	They looked relieved.
i da'i dei na'e xajmi se ja'e da'i lo nu na'e ranxi	This sentence wouldn't be funny if not for irony.
i da'i mi va'o lo nu mi ponse rau jdima cu pu te vecnu lo dakli	If I had had enough money, I would have bought the bag.
i de'u na nuzba	This isn't news.
i djuno lo du'u la djan pu prami vo'a	She knows that John loved her.
i do ba zi sisti lo ka pensi tu'a ko'a	You will soon cease to think of her.
i do bilga lo nu pilno lo palku kei ni'i nai lo za'i do nanmu	Your being obliged to wear pants doesn't logically follow from the state of your being a man.
i do darxi mi se ri'a lo za'i mi cortu	You hit me, which results in my pain.
do mutce lo ka certu lo ka kelci la starkraft	You play Starcraft really well.
i do na bebna	You're really not stupid.
i do nenri sau tu'a le ckiku valsi	You enter, with the key word being a requirement.
i do preti zei cusku mu'i ma	Why do you ask?
i do se prami mi	I love you.
do tavla fi ma ua nai	What are you talking about?!
i fau lo nu mi sanli binxo kei mi cusku le se du'u mo'u citka	While standing up, I say that the eating is over.
i fa po'o lo ka prami jo'u lo ka gleki cu se cinmo bu'u la skatland i lo ka xebni jo'u lo ka to'e ckire zo'u mo pau dai i nu'o ti'erna su'o srana i nu'o ti'erna	There is only love and happiness in Scatland. Hatred and resentment? Well that's unheard of. It's unheard of.
i ge mikce gi ji'a te cukta	In addition to being a doctor, he is a writer.
i gunka fi'o pe'a simsa lo bifce	They worked like bees.
i ie la alis zvati da'i ca lo purci zei lamji zei djedi i je ku'i mi'a na viska a bu	Alice might have been there yesterday, but we didn't see her.
i jitfa	Wrong.
ka'e valsi sisku ja'e lo nu cpacu lo xe fanva i ku'i na mulno lo ka lo'e zei ckaji lo ka valsi zei cukta	You can search words, and get translations. But it's not exactly a typical dictionary.
ta ka'e bai co'u se jibri ca lo balvi zei lamji zei masti	She may have to quit her job next month.
i ka'u so'a remna su'o da xebni i ku'i mi mutce lo ka denpa zei tsali	Almost all men hate something, but I am very good at being patient.
i ke'u mi pu terpa	As earlier mentioned, I was afraid.
i ki'u ma do cusku zo co'o	Why do you say goodbye?
i ki'u ma do tai stati tu'a lo fraso zei bangu	Why is your French so good?
i e'e ko cikna	Come on, wake up.
i ko joi mi ca citka i mi xagji sai	Let's eat now. I'm starving.
i ko djuno zei gasnu le do rirni lo du'u mi rinsa	Remember me to your parents.
i ko mi tavla zo'e na ku ca ku i ca ba'e ri do iancu lo ka cusku su'o da	Don't come to me now with that. You should have said something when it originally happened.
i ko na jundi la tom	Ignore Tom.
ko su'o da mi preti zei cusku	Ask me a question.
ko cu'uxna su'o da fo lo ka se zukte la kris	Select action for Chris.
ko'a pu ku tatpi gi'e ku'i stodi lo ka gunka	She was tired, but she kept working.
i ku'i mi'o zvati ma	But where are we?
i la platon cu morsi zei binxo ni'i le du'u py remna	Plato dies, which follows logically because he is human.
i la tam pu tinbe fi mi	Tom did what I told him to do.
i la ba'e tam jukpa lo vanci sanmi	Tom was the one who cooked dinner.
i la pitr pu mikce binxo djica	Peter wanted to become a doctor.
i la tam kakne co sanga su'o lo fraso	Tom can sing a few French songs.
ro da poi la meris cu gasnu ke'a zo'u la tom ra da fraxu to'e ri'a nai da	Tom always forgives Mary, no matter what she does.
la tom pu kucli lo du'u xu kau nandu da'i fa lo ka bu'u la bostyn co'a se jibri	Tom wondered whether it would be hard to find a job in Boston.
i le bolci cu farlu ri'a lo nu mi co'u sarji ri	The ball fell because I stopped holding it up.
i le li'i clupa nu casnu bau ro da ja'e no de cu rinka	The experience of a looping discussion in all languages which results in nothing is the cause.
lo sfaile cu baitni li xa gei ze	The file is weighing 7 megabytes.
i le'o cu'i do na bredi lo nu casnu lo kagni kei poi pilno zei xamgu	No worries, you aren't ready to talk about the company, which is useful.
je'u lo jdini cu pelji a'u cu'i i je ta karce je ba'e dacti	You know, money is just paper, and that is a real car.
i li'a mi na viska ro marna pilno i ku'i lo zasni nu bebna cu se rinka lo nu pilno lo marna i ro prenu cu djuno la'e di'u	Of course, I haven't seen all marijuana users. But marijuana use causes temporary stupidity. Everyone knows that.
i le bolci pu janli pa kanla be le bi'u nai fetsi	The ball hit her in the eye.
i lo bruna be mi na se mansa lo se ponse be pu zi co'a ku karce	My brother is not satisfied with his new car.
i lo cmene be do cu za'a xelso	I see that you have a Greek name.
i lo'e jeftu cu djedi li ze	A week has seven days.
lo kagni cu djica lo nu ri jdini ricfu zenba	The company was in want of money.
catke lo flira be vo'a lo canko blaci pe lo zarci	He pressed his face against the shop window.
kukte ko	Have a nice meal!
i lo mabla kanpe cu cusku lu i mi na ricfu li'u i lo zabna kanpe cu cusku lu i mi na'e ca ricfu li'u	Pessimists say 'I'm not rich.' Optimists say 'I'm not rich at the moment.'
i lo malba pe lo minji cedra na se krasi lo minji cedra ku sa'e	The agonies of the machine age do not originate from the machines as such.
i lo mamta be do cu xanka lo do ni kanro	Your mother is anxious about your health.
i lo mensi be mi ca xabju la boston ja'e lo nu la'a mi vitke fi lo se diklo	My sister lives in Boston, hence, I'll likely visit the area.
i le mi pa lanka cu culno za'u cukta	My basket is full of books.
ze'a lo cabna zei jibni mi jdika lo ka lo se viska cu satci	My vision is getting worse these days.
i lo mitre be li re zo'u pluta zei ni zei clani fi lo tcana	The station is two meters away.
i lo mlatu cu zukte co tunta be fa lo jgalu lo mi xance	The cat dug its claws into my hand.
i lo nanmu e lo ninmu e lo verba ca ca'o citka	The man is eating. The woman is eating. The child is eating.
lo troci be lo ka bebna cu bebna	Those who try to be foolish are foolish.
lo xabju be lo blaci dinju cu iancu lo ka renro no rokci	Those who live in glass houses should not throw stones.
i le nu le bi'u nai nakni ba fliba cu lakne	He will probably fail.
i lo nu stace na ro roi te prali i tcaci zo'e ne lo munje	Honesty does not always pay. Such is the way of the world.
lo mi patfu pu ta'e cusku lo se du'u lo cevni cu sidju ro da poi sidju da	My father always said that heaven helps those who help themselves.
i lo porto zei gugde cu na'e jai natfe zei mupli	Portugal is not an exception.
i lo prenu cu jinvi co se rarna lo nu tivni	We take it for granted that television exists.
i le se cpedu be do cu fenki	Your demands are unreasonable.
i lo sonci cu se pluka lo ckape je lo nu zei kelci gi'e se mu'i bo nelci lo ninmu ku noi jai ckape zei traji co se kelci	The soldier enjoys game and danger, and that is why he enjoys women who are the most dangerous of playthings.
i lo troci ku po'o snada i ku'i lo troci po'o ku fliba	Only the one who tries succeeds. But the one who only tries fails.
lo verba pu ckaji zei jibni lo ka jauvasmro	The child was almost drowned.
lo nu mi jo'u la tal pu zi casnu cu mukti mi lo ka preti zei cusku fi do i pe'i lo'e mlatu lo'e gerku cu zmadu lo ka vrusi kukte i ie pei	Me and Tal's recent discussion prompted me to ask you. I expect cats to taste better than dogs. Agree?
i le bi'u nai fetsi pu ze'a le cacra be li so'i ru'i klaku	She cried for hours without ceasing.
i ma krasi lo munje	What is the origin of the universe?
i ma krinu	What's the reason?
i ma pu rinka lo nu ue do ka'e vasxu se ri'a nai lo ka morsi zei binxo vau je se pi'o nai lo vacri lumci cabra	What caused you to be able to breathe without dying and without using an air-cleaner?
i ma traji lo ka jai nandu kei lo ro bangu	Of all languages, what's the most difficult?
i melbi cmene do	You have a beautiful name.
i mi ba vi zvati ba lo jai se cusku za lo cacra be li re	I will be here two hours later than previously said.
i mi ba vi zvati pu lo jai se cusku za lo cacra be li re	I will be here two hours earlier than previously said.
i mi ca gunka penmi se ki'u le nu masno spuda zei cusku	I am at a work meeting, which is the reason for my slow replies.
i mi citka no'oi ke'a drata lo ka pinxe	I am eating, which is different to drinking.
i mi cliva mu'i le nu skami zei pruce kelci gi'e sipna do'e le mi se prami	I leave motivated by computer gaming and sleeping with my beloved.
i mi cortu lo zargu	My butt hurts.
gau mi lo mi kanla zei taxfu cu porpi	I've broken my glasses.
mi pu je'a ru'e se cfipu	I felt rather puzzled.
i mi je'a xagji se mu'i lo nu mi pu'o citka	I'm really hungry, so I'm about to eat.
i mi kosta dasni sisti mu'i lo nu glare zenba	I took off my sweater because it got warmer.
mi laldo dukse fi tu'a lo ti munje	I am too old for this world.
mi ra pu su'o roi penmi	I have met him before.
i mi me ko moi	Let me be yours.
i mi na bilga la'e di'u	This isn't my job.
i mi ca na sipna vau ui cu'i	I'm not asleep, meh.
i mi na ta'e jukpa	I don't cook.
i mi na zvati lo nu zei jmaji	I absented myself from the meeting.
i mi na e ku'i do i'a nai fuzme	It is, not I, but you, who are to blame.
mi nelci do i ku'i lo nu do melbi ku po'o nai krinu	I like you, but not just because you're beautiful.
i mi nelci la lojban ki'u le nu mi pensi ta'i le pe'a lojbo	I like Lojban because I think in a figuratively Lojbanic manner.
i mi nelci lo melbi ju santa	I like beautiful things even if they are umbrellas.
mi pu pleji lo merko zei rupnu be li ji'i mu no	I paid about 50 dollars.
i mi prane lo ka vitke lo rirni ca ro lo ze zei djedi	I visit my parents every Sunday without fail.
i mi pu fengu lo nu lerci	I was angry because he was late.
mi pu na kakne lo ka jitro lo nu mi fengu	I couldn't control my anger.
i mi pu za lo nanca be li pa a re cu dikni irci zo'ei dei i je ku'i mi ze'u na lojbo zukte	I was a regular in the channel a year or two ago, but have been away from Lojban for a while now.
i mi ca ca'o tavla le za'u do ga'i cu'i	I'm talking to you, my peers.
i mi se dirba la platon e ku'i mau bo lo nu jetnu	Plato's my friend, but truth I cherish even more.
i mi ca ca'o tcidu fi pa cukta	I am reading a book.
i mi te vecnu po'o	I'm only a customer.
i mi za'o na'e birti	I'm not convinced.
i mi zukte lo ka zifre be lo nu klama be lo zdani	I take the liberty of going home.
mi'a se danlu zei pendo re gerku i pa ri xekri i lo drata cu blabi	We have two dogs. One is black and the other is white.
mi'a pu se pluka lo ka ze'u litru pa'o la pasifik poi barda zei xamsi	We enjoyed a long voyage across the Pacific Ocean.
mu'a lo prenu poi lo xadni be ke'a cu nitcu tu'a lo'e xalka ka'e morsi ri'a lo nu na pinxe ri	For instance, people who physically have to have alcohol can die from not drinking.
mu no prenu pu zvati lo vinji	There were fifty passengers on the plane.
i na go'i i mi na djuno i ko'a ro moi so'i zo'e	No. I don't know. It's a lot of things.
i na nabmi i mi jimpe	No problem, I understand.
i na spaji mi fa lo nu do djuno	It doesn't surprise me that you know.
i na ku za'u da zo'u mi do da djuno zei gasnu	There's nothing more I can tell you.
i no da nu surla fa lo palci	There's no rest for the wicked.
i no da zasti cirko i no da zasti binxo i ro da cenba	Nothing is lost, nothing is created, everything is transformed.
i no zo'e ta zvati	There's nothing there.
ta ta kansa lo ka klama lo ponjo zei gugde	She accompanied him to Japan.
pu dasni su'o solji cnebo zei karli e su'o cipni pimlu kosta	He was wearing a gold necklace and a coat made of bird feathers.
